Number of model parameters: 5224768
0.001
Iter 0 training loss = 84.680 , time = 3.57
Iter 21 training loss = 2.829 , time = 2.85
Iter 22 training loss = 5.488 , time = 2.87
Iter 23 training loss = 4.720 , time = 2.85
Iter 24 training loss = 2.811 , time = 2.87
Iter 25 training loss = nan , time = 2.67
Iter 26 training loss = 8.760 , time = 2.86
Iter 27 training loss = 5.191 , time = 2.86
Iter 28 training loss = 9.233 , time = 2.85
Iter 29 training loss = 1.937 , time = 2.86
Iter 30 training loss = 6.737 , time = 2.86
Iter 31 training loss = 9.816 , time = 2.85
Iter 32 training loss = 4.377 , time = 2.87
Iter 33 training loss = 2.508 , time = 2.87
Iter 34 training loss = 5.931 , time = 2.83
Iter 35 training loss = 3.359 , time = 2.84
Iter 36 training loss = 1.798 , time = 2.86
Iter 37 training loss = 4.728 , time = 2.86
Iter 38 training loss = 4.106 , time = 2.86
Iter 39 training loss = 6.809 , time = 2.86
Iter 40 training loss = 5.019 , time = 2.87
Iter 41 training loss = 6.077 , time = 2.86
Iter 42 training loss = 1.730 , time = 2.86
Iter 43 training loss = 3.352 , time = 2.83
Iter 44 training loss = 2.764 , time = 2.84
Iter 45 training loss = 8.143 , time = 2.83
Iter 46 training loss = 10.284 , time = 2.84
Iter 47 training loss = 10.571 , time = 2.83
Iter 48 training loss = 3.829 , time = 2.84
Iter 49 training loss = 2.762 , time = 2.84
Iter 50 training loss = 5.270 , time = 2.85
Iter 51 training loss = 2.202 , time = 2.85
Iter 52 training loss = 14.227 , time = 2.85
Iter 53 training loss = 2.920 , time = 2.84
Iter 54 training loss = 3.069 , time = 2.85
Iter 55 training loss = 3.566 , time = 2.84
Iter 56 training loss = 4.529 , time = 2.85
Iter 57 training loss = 3.120 , time = 2.86
Iter 58 training loss = 3.085 , time = 2.86
Iter 59 training loss = 1.679 , time = 2.87
Iter 60 training loss = 3.549 , time = 2.87
Iter 61 training loss = 1.925 , time = 2.87
Iter 62 training loss = 2.077 , time = 2.88
Iter 63 training loss = 2.636 , time = 2.86
Iter 64 training loss = 4.947 , time = 2.87
Iter 65 training loss = 4.337 , time = 2.86
Iter 66 training loss = 17.056 , time = 2.86
Iter 67 training loss = 1.619 , time = 2.86
Iter 68 training loss = 6.517 , time = 2.85
Iter 69 training loss = 8.080 , time = 2.86
Iter 70 training loss = 7.732 , time = 2.87
Iter 71 training loss = 4.267 , time = 2.86
Iter 72 training loss = 2.956 , time = 2.86
Iter 73 training loss = 6.013 , time = 2.86
Iter 74 training loss = 2.309 , time = 2.86
Iter 75 training loss = 2.027 , time = 2.84
Iter 76 training loss = 4.668 , time = 2.87
Iter 77 training loss = 24.909 , time = 2.88
Iter 78 training loss = 5.819 , time = 2.86
Iter 79 training loss = 4.178 , time = 2.86
Iter 80 training loss = 1.821 , time = 2.87
Iter 81 training loss = 9.106 , time = 2.86
Iter 82 training loss = 12.726 , time = 2.86
Iter 83 training loss = 4.849 , time = 2.87
Iter 84 training loss = 2.895 , time = 2.86
Iter 85 training loss = 6.504 , time = 2.86
Iter 86 training loss = 3.599 , time = 2.86
Iter 87 training loss = 7.641 , time = 2.87
Iter 88 training loss = 101.706 , time = 2.87
Iter 89 training loss = 4.264 , time = 2.86
Iter 90 training loss = 6.192 , time = 2.87
Iter 91 training loss = 6.615 , time = 2.88
Iter 92 training loss = 2.798 , time = 2.86
Iter 93 training loss = 2.745 , time = 2.86
Iter 94 training loss = 6.201 , time = 2.86
Iter 95 training loss = 2.523 , time = 2.86
Iter 96 training loss = 4.917 , time = 2.86
Iter 97 training loss = 4.708 , time = 2.86
Iter 98 training loss = 7.824 , time = 2.85
Iter 99 training loss = 3.352 , time = 2.85
Iter 100 training loss = 1.371 , time = 2.86
Iter 101 training loss = 6.301 , time = 2.87
Iter 102 training loss = 2.401 , time = 2.86
Iter 103 training loss = 3.228 , time = 2.87
Iter 104 training loss = 13.970 , time = 2.85
Iter 105 training loss = 5.390 , time = 2.85
Iter 106 training loss = 3.859 , time = 2.86
Iter 107 training loss = 1.559 , time = 2.85
Iter 108 training loss = 2.644 , time = 2.86
Iter 109 training loss = 2.869 , time = 2.86
Iter 110 training loss = 7.989 , time = 2.86
Iter 111 training loss = 1.737 , time = 2.86
Iter 112 training loss = 5.929 , time = 2.86
Iter 113 training loss = 3.984 , time = 2.87
Iter 114 training loss = 7.765 , time = 2.86
Iter 115 training loss = 4.556 , time = 2.87
Iter 116 training loss = 2.906 , time = 2.85
Iter 117 training loss = 3.729 , time = 2.85
Iter 118 training loss = 7.503 , time = 2.86
Iter 119 training loss = 6.202 , time = 2.87
Iter 120 training loss = 4.886 , time = 2.86
Iter 121 training loss = 5.557 , time = 2.86
Iter 122 training loss = 5.154 , time = 2.87
Iter 123 training loss = 1.983 , time = 2.86
Iter 124 training loss = 5.216 , time = 2.86
Iter 125 training loss = 4.545 , time = 2.86
Iter 126 training loss = 6.441 , time = 2.86
Iter 127 training loss = 7.712 , time = 2.85
Iter 128 training loss = 3.275 , time = 2.86
Iter 129 training loss = 4.451 , time = 2.86
Iter 130 training loss = 2.986 , time = 2.86
Iter 131 training loss = 7.161 , time = 2.86
Iter 132 training loss = 10.949 , time = 2.86
Iter 133 training loss = 3.891 , time = 2.86
Iter 134 training loss = 7.192 , time = 2.86
Iter 135 training loss = 8.569 , time = 2.86
Iter 136 training loss = 6.036 , time = 2.86
Iter 137 training loss = 4.383 , time = 2.85
Iter 138 training loss = 3.073 , time = 2.86
Iter 139 training loss = 7.750 , time = 2.86
Iter 140 training loss = 17.053 , time = 2.87
Iter 141 training loss = 1.971 , time = 2.86
Iter 142 training loss = 10.939 , time = 2.85
Iter 143 training loss = 4.321 , time = 2.85
Iter 144 training loss = 5.662 , time = 2.86
Iter 145 training loss = 2.633 , time = 2.85
Iter 146 training loss = 7.383 , time = 2.86
Iter 147 training loss = 1.081 , time = 2.86
Iter 148 training loss = 1.397 , time = 2.87
Iter 149 training loss = 2.552 , time = 2.87
Iter 150 training loss = 5.795 , time = 2.86
Iter 151 training loss = 3.975 , time = 2.86
Iter 152 training loss = 3.204 , time = 2.87
Iter 153 training loss = 4.042 , time = 2.86
Iter 154 training loss = 2.571 , time = 2.86
Iter 155 training loss = 6.565 , time = 2.86
Iter 156 training loss = nan , time = 2.66
Iter 157 training loss = 3.757 , time = 2.86
Iter 158 training loss = 6.605 , time = 2.86
Iter 159 training loss = 2.427 , time = 2.86
Iter 160 training loss = 8.372 , time = 2.87
Iter 161 training loss = 4.107 , time = 2.86
Iter 162 training loss = 10.587 , time = 2.86
Iter 163 training loss = 3.344 , time = 2.86
Iter 164 training loss = 2.384 , time = 2.87
Iter 165 training loss = 4.536 , time = 2.86
Iter 166 training loss = 11.537 , time = 2.88
Iter 167 training loss = 3.207 , time = 2.86
Iter 168 training loss = 3.982 , time = 2.85
Iter 169 training loss = 3.051 , time = 2.86
Iter 170 training loss = 2.262 , time = 2.85
Iter 171 training loss = 1.954 , time = 2.86
Iter 172 training loss = 4.885 , time = 2.86
Iter 173 training loss = 6.995 , time = 2.85
Iter 174 training loss = 4.427 , time = 2.85
Iter 175 training loss = 7.037 , time = 2.86
Iter 176 training loss = 3.669 , time = 2.86
Iter 177 training loss = 4.966 , time = 2.87
Iter 178 training loss = 5.125 , time = 2.87
Iter 179 training loss = 6.840 , time = 2.86
Iter 180 training loss = 3.875 , time = 2.85
Iter 181 training loss = 2.939 , time = 2.86
Iter 182 training loss = nan , time = 2.67
Iter 183 training loss = 2.370 , time = 2.86
Iter 184 training loss = 4.644 , time = 2.85
Iter 185 training loss = 1.674 , time = 2.86
Iter 186 training loss = 11.243 , time = 2.85
Iter 187 training loss = 8.773 , time = 2.86
Iter 188 training loss = 11.639 , time = 2.87
Iter 189 training loss = 3.272 , time = 2.86
Iter 190 training loss = 2.391 , time = 2.86
Iter 191 training loss = 6.922 , time = 2.86
Iter 192 training loss = 2.767 , time = 2.87
Iter 193 training loss = 5.951 , time = 2.86
Iter 194 training loss = 6.090 , time = 2.86
Iter 195 training loss = 2.343 , time = 2.87
Iter 196 training loss = nan , time = 2.67
Iter 197 training loss = 3.971 , time = 2.86
Iter 198 training loss = 3.989 , time = 2.86
Iter 199 training loss = 8.215 , time = 2.86
Iter 200 training loss = 4.366 , time = 2.86
Iter 201 training loss = 4.001 , time = 2.86
Iter 202 training loss = 2.465 , time = 2.84
Iter 203 training loss = 5.312 , time = 2.84
Iter 204 training loss = 4.088 , time = 2.84
Iter 205 training loss = 3.897 , time = 2.86
Iter 206 training loss = 3.676 , time = 2.86
Iter 207 training loss = 3.975 , time = 2.86
Iter 208 training loss = 3.795 , time = 2.85
Iter 209 training loss = 2.258 , time = 2.87
Iter 210 training loss = 5.134 , time = 2.86
Iter 211 training loss = 5.194 , time = 2.86
Iter 212 training loss = 13.937 , time = 2.86
Iter 213 training loss = 7.050 , time = 2.86
Iter 214 training loss = 3.924 , time = 2.85
Iter 215 training loss = 4.320 , time = 2.86
Iter 216 training loss = 11.383 , time = 2.85
Iter 217 training loss = 2.215 , time = 2.85
Iter 218 training loss = 1.819 , time = 2.86
Iter 219 training loss = 9.706 , time = 2.85
Iter 220 training loss = 60.473 , time = 2.86
Iter 221 training loss = 3.754 , time = 2.85
Iter 222 training loss = 6.269 , time = 2.86
Iter 223 training loss = 6.656 , time = 2.85
Iter 224 training loss = 2.794 , time = 2.86
Iter 225 training loss = 2.679 , time = 2.86
Iter 226 training loss = 2.885 , time = 2.85
Iter 227 training loss = 14.254 , time = 2.83
Iter 228 training loss = 3.896 , time = 2.84
Iter 229 training loss = 4.109 , time = 2.84
Iter 230 training loss = 15.840 , time = 2.84
Iter 231 training loss = 8.188 , time = 2.84
Iter 232 training loss = 3.482 , time = 2.84
Iter 233 training loss = 3.290 , time = 2.84
Iter 234 training loss = 81.778 , time = 0.96
235
epoch 15 total training loss = 7.712, epoch time = 10040.88
0.001
Iter 0 training loss = 3.552 , time = 3.09
Iter 1 training loss = 8.158 , time = 2.86
Iter 2 training loss = 4.683 , time = 2.85
Iter 3 training loss = 4.531 , time = 2.86
Iter 4 training loss = 4.068 , time = 2.84
Iter 5 training loss = 3.014 , time = 2.84
Iter 6 training loss = 9.410 , time = 2.88
Iter 7 training loss = 5.486 , time = 2.86
Iter 8 training loss = 5.521 , time = 2.86
Iter 9 training loss = 5.202 , time = 2.86
Iter 10 training loss = 8.913 , time = 2.86
Iter 11 training loss = 8.875 , time = 2.86
Iter 12 training loss = 5.119 , time = 2.85
Iter 13 training loss = 4.022 , time = 2.86
Iter 14 training loss = 7.770 , time = 2.86
Iter 15 training loss = 3.051 , time = 2.85
Iter 16 training loss = 2.405 , time = 2.86
Iter 17 training loss = 3.834 , time = 2.86
Iter 18 training loss = 4.359 , time = 2.86
Iter 19 training loss = 3.335 , time = 2.86
Iter 20 training loss = 3.327 , time = 2.86
Iter 21 training loss = 11.408 , time = 2.86
Iter 22 training loss = 3.484 , time = 2.86
Iter 23 training loss = 3.308 , time = 2.85
Iter 24 training loss = 6.897 , time = 2.86
Iter 25 training loss = 8.238 , time = 2.86
Iter 26 training loss = 6.484 , time = 2.86
Iter 27 training loss = 4.357 , time = 2.86
Iter 28 training loss = 10.059 , time = 2.86
Iter 29 training loss = 11.415 , time = 2.86
Iter 30 training loss = 13.422 , time = 2.86
Iter 31 training loss = 6.701 , time = 2.85
Iter 32 training loss = 7.206 , time = 2.87
Iter 33 training loss = 2.781 , time = 2.86
Iter 34 training loss = nan , time = 2.67
Iter 35 training loss = 6.176 , time = 2.86
Iter 36 training loss = 5.780 , time = 2.86
Iter 37 training loss = 2.308 , time = 2.86
Iter 38 training loss = 3.016 , time = 2.86
Iter 39 training loss = 2.758 , time = 2.86
Iter 40 training loss = 11.507 , time = 2.86
Iter 41 training loss = 2.712 , time = 2.86
Iter 42 training loss = 3.301 , time = 2.86
Iter 43 training loss = 10.936 , time = 2.86
Iter 44 training loss = 2.611 , time = 2.85
Iter 45 training loss = 0.750 , time = 2.86
Iter 46 training loss = 4.805 , time = 2.86
Iter 47 training loss = 5.483 , time = 2.86
Iter 48 training loss = 2.217 , time = 2.85
Iter 49 training loss = 13.389 , time = 2.85
Iter 50 training loss = 10.331 , time = 2.86
Iter 51 training loss = 2.994 , time = 2.86
Iter 52 training loss = 5.325 , time = 2.86
Iter 53 training loss = 7.176 , time = 2.86
Iter 54 training loss = 3.506 , time = 2.84
Iter 55 training loss = 8.575 , time = 2.87
Iter 56 training loss = 7.175 , time = 2.87
Iter 57 training loss = 4.298 , time = 2.84
Iter 58 training loss = 4.317 , time = 2.84
Iter 59 training loss = 44.259 , time = 2.85
Iter 60 training loss = 4.599 , time = 2.83
Iter 61 training loss = 1.673 , time = 2.84
Iter 62 training loss = 6.219 , time = 2.85
Iter 63 training loss = 7.784 , time = 2.84
Iter 64 training loss = 2.632 , time = 2.83
Iter 65 training loss = 8.613 , time = 2.84
Iter 66 training loss = 4.618 , time = 2.84
Iter 67 training loss = 6.525 , time = 2.84
Iter 68 training loss = 2.199 , time = 2.84
Iter 69 training loss = 4.966 , time = 2.84
Iter 70 training loss = 5.246 , time = 2.83
Iter 71 training loss = 1.244 , time = 2.83
Iter 72 training loss = 4.864 , time = 2.84
Iter 73 training loss = 3.824 , time = 2.84
Iter 74 training loss = 7.135 , time = 2.87
Iter 75 training loss = 5.155 , time = 2.84
Iter 76 training loss = 3.217 , time = 2.83
Iter 77 training loss = 8.451 , time = 2.84
Iter 78 training loss = 6.003 , time = 2.84
Iter 79 training loss = 4.142 , time = 2.84
Iter 80 training loss = 2.735 , time = 2.87
Iter 81 training loss = 2.983 , time = 2.88
Iter 82 training loss = 5.492 , time = 2.85
Iter 83 training loss = 2.195 , time = 2.85
Iter 84 training loss = 5.092 , time = 2.86
Iter 85 training loss = 2.717 , time = 2.86
Iter 86 training loss = 1.136 , time = 2.86
Iter 87 training loss = 3.003 , time = 2.86
Iter 88 training loss = 5.136 , time = 2.86
Iter 89 training loss = 4.110 , time = 2.86
Iter 90 training loss = 4.316 , time = 2.86
Iter 91 training loss = 1.632 , time = 2.86
Iter 92 training loss = 10.882 , time = 2.86
Iter 93 training loss = 7.610 , time = 2.85
Iter 94 training loss = 7.384 , time = 2.85
Iter 95 training loss = 3.398 , time = 2.85
Iter 96 training loss = 4.550 , time = 2.86
Iter 97 training loss = 3.539 , time = 2.86
Iter 98 training loss = 4.626 , time = 2.86
Iter 99 training loss = nan , time = 2.67
Iter 100 training loss = 3.254 , time = 2.86
Iter 101 training loss = 10.183 , time = 2.86
Iter 102 training loss = 4.474 , time = 2.86
Iter 103 training loss = 4.043 , time = 2.85
Iter 104 training loss = 3.563 , time = 2.85
Iter 105 training loss = 4.075 , time = 2.86
Iter 106 training loss = 4.101 , time = 2.84
Iter 107 training loss = 3.477 , time = 2.84
Iter 108 training loss = 51.827 , time = 2.84
Iter 109 training loss = 8.187 , time = 2.84
Iter 110 training loss = 4.839 , time = 2.84
Iter 111 training loss = 16.319 , time = 2.85
Iter 112 training loss = 4.014 , time = 2.84
Iter 113 training loss = 6.523 , time = 2.83
Iter 114 training loss = 4.900 , time = 2.84
Iter 115 training loss = 5.344 , time = 2.84
Iter 116 training loss = 2.566 , time = 2.83
Iter 117 training loss = 3.758 , time = 2.83
Iter 118 training loss = 1.890 , time = 2.84
Iter 119 training loss = 3.292 , time = 2.84
Iter 120 training loss = 6.833 , time = 2.84
Iter 121 training loss = 10.719 , time = 2.84
Iter 122 training loss = 10.552 , time = 2.85
Iter 123 training loss = 2.818 , time = 2.84
Iter 124 training loss = 2.051 , time = 2.84
Iter 125 training loss = 3.611 , time = 2.84
Iter 126 training loss = 5.320 , time = 2.85
Iter 127 training loss = 22.984 , time = 2.87
Iter 128 training loss = 4.416 , time = 2.84
Iter 129 training loss = 2.855 , time = 2.83
Iter 130 training loss = 3.199 , time = 2.85
Iter 131 training loss = 3.203 , time = 2.85
Iter 132 training loss = 4.795 , time = 2.85
Iter 133 training loss = 5.945 , time = 2.87
Iter 134 training loss = 2.747 , time = 2.87
Iter 135 training loss = 7.031 , time = 2.85
Iter 136 training loss = 5.586 , time = 2.86
Iter 137 training loss = 6.854 , time = 2.86
Iter 138 training loss = 3.638 , time = 2.86
Iter 139 training loss = 8.853 , time = 2.86
Iter 140 training loss = 3.786 , time = 2.86
Iter 141 training loss = 3.024 , time = 2.87
Iter 142 training loss = 4.930 , time = 2.86
Iter 143 training loss = 5.849 , time = 2.86
Iter 144 training loss = 3.656 , time = 2.87
Iter 145 training loss = 3.243 , time = 2.86
Iter 146 training loss = 2.405 , time = 2.86
Iter 147 training loss = 2.102 , time = 2.86
Iter 148 training loss = 4.451 , time = 2.85
Iter 149 training loss = 2.704 , time = 2.86
Iter 150 training loss = 6.186 , time = 2.86
Iter 151 training loss = 2.738 , time = 2.86
Iter 152 training loss = 5.450 , time = 2.86
Iter 153 training loss = 1.993 , time = 2.86
Iter 154 training loss = 2.568 , time = 2.86
Iter 155 training loss = 2.024 , time = 2.85
Iter 156 training loss = 4.599 , time = 2.86
Iter 157 training loss = 5.617 , time = 2.86
Iter 158 training loss = 7.581 , time = 2.86
Iter 159 training loss = 3.343 , time = 2.86
Iter 160 training loss = 26.912 , time = 2.86
Iter 161 training loss = 3.802 , time = 2.87
Iter 162 training loss = 5.398 , time = 2.88
Iter 163 training loss = 3.407 , time = 2.88
Iter 164 training loss = 2.534 , time = 2.86
Iter 165 training loss = 3.036 , time = 2.85
Iter 166 training loss = 2.140 , time = 2.86
Iter 167 training loss = 2.677 , time = 2.85
Iter 168 training loss = 1.793 , time = 2.86
Iter 169 training loss = 80.713 , time = 2.87
Iter 170 training loss = 2.484 , time = 2.86
Iter 171 training loss = 52.491 , time = 2.85
Iter 172 training loss = 3.502 , time = 2.86
Iter 173 training loss = 7.439 , time = 2.86
Iter 174 training loss = 5.874 , time = 2.85
Iter 175 training loss = 7.855 , time = 2.85
Iter 176 training loss = 1.719 , time = 2.85
Iter 177 training loss = 6.042 , time = 2.86
Iter 178 training loss = 4.965 , time = 2.86
Iter 179 training loss = 2.466 , time = 2.86
Iter 180 training loss = 35.403 , time = 2.86
Iter 181 training loss = 3.738 , time = 2.86
Iter 182 training loss = 5.519 , time = 2.86
Iter 183 training loss = 5.392 , time = 2.86
Iter 184 training loss = 8.888 , time = 2.86
